,speed
8195,43.598053
8196,92.403915
8197,-1.2575144
8198,70.21753
8199,70.68595
8200,52.28935
8201,79.655266
8202,97.23039
8203,143.58615
8204,132.00484
8205,47.556026
8206,100.56028
8207,26.315197
8208,84.20533
8209,118.73507
8210,67.69705
8211,89.00841
8212,129.02498
8213,74.2681
8214,6.63608
8215,68.9865
8216,2.9739702
8217,6.104285
8218,40.316017
8219,156.38603
8220,102.08546
8221,16.077944
8222,114.06491
8223,133.3307
8224,19.990116
8225,110.06269
8226,19.1171
8227,120.77746
8228,119.52627
8229,32.478317
8230,115.43964
8231,101.750755
8232,119.956924
8233,40.661568
8234,126.811935
8235,79.483765
8236,66.88982
8237,111.525375
8238,126.64258
8239,71.51379
8240,41.770454
8241,59.667286
8242,142.37207
8243,97.69917
8244,118.95585
8245,52.2846
8246,147.09491
8247,84.55747
8248,62.895023
8249,68.87471
8250,27.822796
8251,16.60107
8252,58.03748
8253,13.777216
8254,13.576837
8255,49.635136
8256,76.282326
8257,53.07489
8258,-2.062246
8259,111.15931
8260,83.2667
8261,116.86403
8262,44.299545
8263,80.38236
8264,69.95146
8265,35.31297
8266,16.646877
8267,31.835281
8268,132.37605
8269,69.16174
8270,65.171524
8271,3.575552
8272,74.863365
8273,100.31412
8274,5.2126884
8275,73.55119
8276,82.84183
8277,86.52101
8278,120.55019
8279,128.52127
8280,65.97291
8281,119.75354
8282,8.279254
8283,139.12737
8284,72.9569
8285,52.78735
8286,141.43784
8287,76.35034
8288,94.352234
8289,109.09105
8290,68.56309
8291,6.44189
8292,39.777447
8293,32.062508
8294,14.590886
8295,108.61773
8296,140.05034
8297,44.289036
8298,19.3455
8299,76.270294
8300,95.099785
8301,65.483826
8302,41.20868
8303,27.351448
8304,23.992579
8305,125.31171
8306,136.52155
8307,17.992664
8308,102.17431
8309,42.73354
8310,106.11189
8311,29.359085
8312,54.856888
8313,28.1529
8314,119.24559
8315,34.369045
8316,89.681564
8317,73.76005
8318,43.596355
8319,113.07685
8320,54.57264
8321,68.90762
8322,151.78555
8323,142.81886
8324,93.64976
8325,93.29359
8326,66.34209
8327,139.6127
8328,7.149374
8329,71.32652
8330,81.40625
8331,4.7327113
8332,57.07051
8333,23.955976
8334,112.47933
8335,81.72207
8336,48.860603
8337,28.801846
8338,21.646652
8339,24.631626
8340,131.85373
8341,82.53657
8342,2.4292414
8343,57.957394
8344,45.146698
8345,89.65753
8346,104.78256
8347,40.447224
8348,62.539158
8349,16.63125
8350,46.266624
8351,48.55218
8352,8.384125
8353,67.64321
8354,58.570637
8355,55.995285
8356,121.195114
8357,99.46306
8358,44.900127
8359,54.17286
8360,94.77869
8361,27.236378
8362,131.16376
8363,27.20927
8364,85.42565
8365,108.021835
8366,135.7596
8367,91.16083
8368,31.69885
8369,81.62694
8370,131.92107
8371,60.335636
8372,113.61088
8373,77.668465
8374,12.878333
8375,57.47495
8376,138.61926
8377,81.163765
8378,55.60898
8379,59.290127
8380,102.62088
8381,135.87965
8382,44.543087
8383,64.416084
8384,51.51415
8385,128.9343
8386,1.4457445
8387,110.94411
8388,140.38713
8389,45.957703
8390,4.157235
8391,6.254428
8392,122.1765
8393,14.4324465
8394,14.3979
8395,56.35813
8396,83.24905
8397,140.99841
8398,95.02529
8399,97.910645
8400,42.19625
8401,30.910505
8402,38.731747
8403,112.89219
8404,54.88359
8405,150.57986
8406,61.052525
8407,124.47376
8408,14.234446
8409,55.381416
8410,93.21676
8411,43.087055
8412,16.534065
8413,51.029232
8414,81.06123
8415,111.94233
8416,15.706816
8417,105.69923
8418,105.284134
8419,125.1987
8420,31.127647
8421,44.257366
8422,109.95398
8423,22.451422
8424,104.959984
8425,20.548193
8426,64.44092
8427,95.49308
8428,130.63493
8429,17.304409
8430,85.86209
8431,9.292167
8432,111.781364
8433,17.667696
8434,93.08043
8435,88.11494
8436,90.10693
8437,31.562674
8438,55.264996
8439,25.022202
8440,89.70218
8441,126.62217
8442,6.04478
8443,138.1359
8444,120.53651
8445,123.10058
8446,134.04405
8447,138.3163
8448,9.29318
8449,13.604598
8450,117.45161
8451,130.9608
8452,-0.45149076
8453,27.94444
8454,42.505165
8455,62.43026
8456,67.523605
8457,121.33528
8458,98.09144
8459,22.49485
8460,144.06226
8461,128.33786
8462,83.75821
8463,53.110104
8464,10.901442
8465,98.38958
8466,13.644916
8467,110.91422
8468,33.95298
8469,123.161255
8470,106.60573
8471,60.54427
8472,40.268738
8473,156.76636
8474,128.99133
8475,71.43529
8476,81.03718
8477,126.62186
8478,12.842206
8479,157.13046
8480,44.083557
8481,17.399942
8482,146.23381
8483,37.90486
8484,47.07113
8485,142.37575
8486,100.89102
8487,34.32431
8488,99.79475
8489,115.16504
8490,122.53108
8491,18.908821
8492,128.68059
8493,12.765626
8494,113.44571
8495,90.78605
8496,55.16939
8497,93.75845
8498,93.75121
8499,99.41182
8500,127.82477
8501,0.19210921
8502,79.622665
8503,125.61412
8504,40.87635
8505,82.70863
8506,39.71562
8507,-1.8787495
8508,103.93085
8509,87.06279
8510,126.5573
8511,52.15755
8512,15.274665
8513,11.217636
8514,33.111744
8515,56.119507
8516,71.80329
8517,31.252707
8518,23.412569
8519,84.36773
8520,14.923533
8521,6.410935
8522,91.01098
8523,137.56538
8524,46.296528
8525,87.882286
8526,120.9313
8527,98.813484
8528,49.00863
8529,36.14402
8530,75.40581
8531,123.61135
8532,34.688454
8533,52.90424
8534,117.65779
8535,131.59795
8536,68.46213
8537,53.408264
8538,69.4234
8539,138.25366
8540,71.17302
8541,148.04149
8542,47.28322
8543,113.04133
8544,105.7258
8545,83.43903
8546,48.266495
8547,136.73952
8548,123.87264
8549,109.932304
8550,19.97229
8551,126.30661
8552,94.86491
8553,117.30363
8554,141.12411
8555,24.254019
8556,51.57405
8557,70.697754
8558,136.71394
8559,114.5404
8560,8.204641
8561,101.77283
8562,137.27008
8563,64.47682
8564,60.80522
8565,77.978516
8566,63.972507
8567,98.688065
8568,18.387669
8569,70.86508
8570,61.833744
8571,98.20624
8572,143.77164
8573,33.63029
8574,9.50982
8575,35.79523
8576,66.725365
8577,20.290361
8578,80.22946
8579,115.400635
8580,65.12083
8581,143.0477
8582,25.624283
8583,102.531906
8584,8.410542
8585,9.320416
8586,110.62045
8587,141.60841
8588,111.09055
8589,55.728203
8590,129.7129
8591,99.229485
8592,81.74828
8593,81.968666
8594,86.86838
8595,71.26918
8596,12.781369
8597,2.8704379
8598,122.67927
8599,53.867134
8600,61.290604
8601,126.45043
8602,6.727754
8603,136.21037
8604,93.80517
8605,107.70301
8606,5.815552
8607,115.62468
8608,106.53937
8609,120.49062
8610,92.62097
8611,10.107314
8612,36.827915
8613,32.156754
8614,6.0182137
8615,33.23167
8616,32.116844
8617,87.701614
8618,122.70406
8619,144.42564
8620,134.24306
8621,112.792694
8622,135.29037
8623,137.31123
8624,138.17297
8625,42.672184
8626,38.51967
8627,45.497894
8628,91.85916
8629,108.31051
8630,30.103256
8631,76.954895
8632,19.62165
8633,14.688443
8634,139.94785
8635,44.734364
8636,7.3397384
8637,63.577606
8638,43.36971
8639,119.02613
8640,128.40283
8641,50.857494
8642,63.568756
8643,12.977159
8644,56.807606
8645,70.73098
8646,141.62611
8647,54.33102
8648,4.4773016
8649,47.443142
8650,15.879909
8651,44.757397
8652,106.63585
8653,70.3153
8654,14.687915
8655,116.3443
8656,30.6479
8657,43.445923
8658,4.624726
8659,24.0264
8660,109.71236
8661,34.730778
8662,132.96951
8663,53.2703
8664,129.17337
8665,63.87102
8666,36.875328
8667,20.538246
8668,92.027664
8669,78.68499
8670,75.372894
8671,76.55173
8672,22.605444
8673,125.12481
8674,88.267746
8675,78.967445
8676,111.50733
8677,51.09714
8678,42.06413
8679,9.744851
8680,43.686863
8681,140.87137
8682,32.971443
8683,122.27995
8684,40.869293
8685,39.533684
8686,39.385605
8687,18.332655
8688,11.562409
8689,102.55515
8690,132.13742
8691,137.61304
8692,91.38635
8693,136.61682
8694,93.45323
8695,108.06414
8696,56.89154
8697,107.041405
8698,106.652824
8699,83.36089
8700,136.75581
8701,33.30185
8702,81.04968
8703,139.6331
8704,66.0039
8705,120.40351
8706,132.47607
8707,30.523355
8708,39.016293
8709,116.501945
8710,119.78679
8711,119.69119
8712,71.86432
8713,137.19002
8714,134.46677
8715,49.38744
8716,32.4185
8717,115.86213
8718,83.70775
8719,33.226498
8720,10.094501
8721,100.88262
8722,134.62607
8723,89.31777
8724,85.86158
8725,8.29817
8726,134.87262
8727,64.03452
8728,19.462626
8729,90.338745
8730,4.376046
8731,77.14631
8732,72.58778
8733,99.197815
8734,123.82191
8735,110.36379
8736,84.80266
8737,31.530678
8738,88.054985
8739,135.72945
8740,111.265656
8741,112.568695
8742,20.6103
8743,7.042214
8744,60.26777
8745,129.34872
8746,91.60611
8747,115.9235
8748,117.65959
8749,114.743095
8750,68.113556
8751,35.508118
8752,58.21216
8753,52.612286
8754,48.442066
8755,91.11208
8756,11.201936
8757,67.258255
8758,14.216651
8759,75.67801
8760,70.85915
8761,6.042541
8762,14.907379
8763,78.61138
8764,123.296974
8765,2.1734233
8766,102.62508
8767,0.7356952
8768,79.39729
8769,116.06873
8770,79.1557
8771,0.74104077
8772,22.474606
8773,92.44458
8774,10.139795
8775,57.02664
8776,135.68051
8777,125.67481
8778,53.08974
8779,76.980774
8780,73.54885
8781,33.81998
8782,65.78812
8783,44.58718
8784,56.286556
8785,153.3448
8786,44.8658
8787,128.44524
8788,26.016161
8789,99.93098
8790,127.86575
8791,79.192314
8792,91.007034
8793,39.563557
8794,3.4283202
8795,28.384705
8796,34.0795
8797,60.934208
8798,141.787
8799,37.161957
8800,119.47226
8801,95.45376
8802,53.90801
8803,95.91854
8804,47.08408
8805,11.574757
8806,11.355195
8807,103.45947
8808,18.072456
8809,117.43952
8810,36.79476
8811,33.720894
8812,109.04605
8813,97.41336
8814,130.12451
8815,73.972275
8816,135.30617
8817,81.096436
8818,113.2601
8819,69.172775
8820,46.852375
8821,73.87974
8822,62.363476
8823,76.36473
8824,40.746902
8825,44.240932
8826,94.17439
8827,48.91349
8828,89.82004
8829,131.78818
8830,75.09686
8831,80.79945
8832,91.39177
8833,106.17922
8834,41.09978
8835,54.471745
8836,67.880775
8837,103.36877
8838,134.4619
8839,52.43973
8840,33.145794
8841,12.764498
8842,7.358535
8843,72.31311
8844,134.75876
8845,105.90797
8846,16.97203
8847,47.028267
8848,130.15242
8849,2.2946725
8850,117.49541
8851,151.87099
8852,74.63833
8853,126.75916
8854,119.77264
8855,110.2465
8856,69.55172
8857,56.804115
8858,36.82483
8859,83.98561
8860,90.55386
8861,144.12534
8862,90.44993
8863,96.67261
8864,3.4682407
8865,110.514305
8866,119.0931
8867,80.245094
8868,58.370174
8869,31.087345
8870,65.54709
8871,23.260109
8872,66.21534
8873,85.51123
8874,10.94589
8875,78.75004
8876,73.72409
8877,136.919
8878,136.0958
8879,3.9601512
8880,53.477947
8881,120.64229
8882,69.901535
8883,64.49589
8884,24.302666
8885,52.443035
8886,73.21445
8887,135.44806
8888,86.581116
8889,142.14185
8890,1.5733403
8891,141.56894
8892,66.0669
8893,34.92474
8894,55.42833
8895,73.05946
8896,119.70739
8897,-2.0075588
8898,125.19698
8899,20.759388
8900,102.90283
8901,48.741196
8902,31.485794
8903,104.79249
8904,47.470634
8905,132.7998
8906,17.571493
8907,27.456024
8908,7.5035033
8909,85.956726
8910,133.93814
8911,18.962767
8912,54.35997
8913,143.21507
8914,4.1810184
8915,30.209362
8916,108.57261
8917,67.564835
8918,134.83624
8919,65.26744
8920,28.097723
8921,33.019405
8922,-0.06194725
8923,49.45137
8924,126.58551
8925,82.108635
8926,74.07842
8927,70.65277
8928,157.52545
8929,42.673805
8930,114.05
8931,-8.446409
8932,11.452253
8933,84.91643
8934,119.99774
8935,64.54243
8936,123.729385
8937,49.744205
8938,2.8938615
8939,53.49787
8940,109.348656
8941,93.68085
8942,112.09408
8943,120.67681
8944,30.211702
8945,130.40308
8946,34.93991
8947,35.414436
8948,8.067054
8949,66.27153
8950,59.906403
8951,78.44892
8952,49.213745
8953,100.37794
8954,128.26945
8955,32.376595
8956,40.232758
8957,71.81557
8958,33.79354
8959,93.04452
8960,118.021126
8961,15.407555
8962,127.71832
8963,56.798958
8964,32.562313
8965,108.5661
8966,105.89734
8967,118.92502
8968,84.360176
8969,127.9561
8970,54.890038
8971,36.68387
8972,42.27321
8973,121.36671
8974,68.442894
8975,52.980976
8976,51.32695
8977,47.661728
8978,71.45346
8979,1.9600073
8980,110.05125
8981,137.34442
8982,121.393845
8983,63.079548
8984,62.444176
8985,12.148822
8986,44.68345
8987,83.52025
8988,105.27432
8989,118.73145
8990,-2.5570986
8991,81.128555
8992,112.63727
8993,91.75565
8994,108.86569
8995,118.023254
8996,40.748943
8997,86.784004
8998,0.38517046
8999,72.92401
9000,13.009577
9001,140.02382
9002,72.34038
9003,52.611855
9004,40.671352
9005,132.92712
9006,138.55014
9007,86.750984
9008,15.383233
9009,38.342705
9010,98.780624
9011,13.547709
9012,5.844141
9013,85.57355
9014,73.21892
9015,140.11734
9016,27.511312
9017,94.092316
9018,74.14222
9019,14.325586
9020,7.5199003
9021,106.83501
9022,101.26787
9023,21.588627
9024,4.976175
9025,10.042586
9026,54.141068
9027,43.063152
9028,152.3674
9029,106.51023
9030,32.732826
9031,83.83939
9032,77.81573
9033,124.14689
9034,15.700713
9035,102.19448
9036,90.4786
9037,43.627605
9038,20.112572
9039,21.852869
9040,99.48723
9041,48.825222
9042,48.23954
9043,71.6318
9044,43.680305
9045,94.32287
9046,38.93844
9047,114.83647
9048,49.68592
9049,128.39107
9050,123.1451
9051,46.36985
9052,23.399887
9053,105.10914
9054,55.870945
9055,135.91382
9056,133.84177
9057,132.1214
9058,43.388355
9059,49.912598
9060,32.74176
9061,75.02661
9062,30.516924
9063,87.14265
9064,36.673443
9065,61.722015
9066,154.84193
9067,82.61625
9068,30.803669
9069,22.105682
9070,105.27927
9071,136.57309
9072,134.26907
9073,47.337154
9074,23.797348
9075,132.69363
9076,6.430434
9077,125.60351
9078,25.194092
9079,114.84712
9080,63.141567
9081,59.158817
9082,149.86688
9083,105.93126
9084,120.138
9085,131.14726
9086,119.7547
9087,34.93963
9088,137.01309
9089,146.42609
9090,68.10375
9091,116.69031
9092,141.59056
9093,107.43024
9094,15.1028805
9095,109.6689
9096,116.80312
9097,72.94501
9098,81.4481
9099,124.19486
9100,75.862274
9101,119.49268
9102,75.67924
9103,102.130844
9104,70.01339
9105,65.95696
9106,57.790268
9107,99.730064
9108,14.636587
9109,25.769695
9110,136.27235
9111,31.006124
9112,13.68241
9113,110.12839
9114,48.269062
9115,74.49353
9116,65.09603
9117,28.489737
9118,51.7077
9119,47.11971
9120,69.03365
9121,21.86176
9122,47.46153
9123,31.226427
9124,140.78574
9125,116.66245
9126,80.66066
9127,54.050686
9128,34.05302
9129,121.23836
9130,13.7297325
9131,87.60297
9132,5.200512
9133,99.653305
9134,56.535133
9135,142.01619
9136,66.38903
9137,27.842136
9138,78.975914
9139,146.59164
9140,131.60683
9141,48.977634
9142,108.56224
9143,111.81601
9144,47.291508
9145,155.52165
9146,5.7306566
9147,118.41327
9148,65.57984
9149,155.47566
9150,4.676377
9151,56.227844
9152,55.5154
9153,49.801804
9154,145.70418
9155,60.929886
9156,128.73648
9157,9.926024
9158,12.332231
9159,28.639423
9160,87.55981
9161,144.30005
9162,68.21983
9163,104.349396
9164,54.12735
9165,69.26433
9166,47.405067
9167,75.832664
9168,33.90284
9169,26.516836
9170,40.854797
9171,115.920975
9172,38.76875
9173,28.659252
9174,123.19782
9175,139.03712
9176,66.719215
9177,129.26305
9178,25.633848
9179,127.57669
9180,133.32297
9181,96.9353
9182,106.71285
9183,115.05481
9184,134.35333
9185,128.10849
9186,79.448044
9187,28.90374
9188,115.67775
9189,123.90495
9190,92.90154
9191,14.915094
9192,19.409075
9193,81.22613
9194,132.61583
9195,50.923405
9196,129.69324
9197,118.88169
9198,27.94661
9199,35.374092
9200,26.015081
9201,77.53723
9202,122.80818
9203,112.44863
9204,147.67557
9205,77.223976
9206,121.92725
9207,9.541178
9208,123.19416
9209,104.921364
9210,123.89672
9211,59.001934
9212,29.215218
9213,49.85727
9214,109.62147
9215,87.484314
9216,59.808353
9217,113.56481
9218,135.97337
9219,147.80913
9220,121.48261
9221,43.707085
9222,118.654686
9223,87.248856
9224,101.732315
9225,117.89973
9226,125.14104
9227,60.05586
9228,70.28472
9229,42.62163
9230,121.7341
9231,85.88585
9232,91.795494
9233,52.05407
9234,129.39027
9235,87.46494
9236,84.8874
9237,112.26307
9238,108.08051
9239,36.673233
9240,16.740181
9241,17.95834
9242,79.26806
9243,118.422485
9244,57.670322
9245,130.81308
9246,8.430425
9247,129.68439
9248,20.741526
9249,129.73576
9250,42.351654
9251,56.178898
9252,81.838974
9253,107.10435
9254,42.72198
9255,51.65479
9256,137.6705
9257,20.170906
9258,88.30458
9259,62.620464
9260,131.82448
9261,55.782467
9262,75.325035
9263,12.368101
9264,74.56235
9265,134.4241
9266,39.351685
9267,27.175879
9268,37.594044
9269,49.166794
9270,126.501884
9271,133.69066
9272,13.464282
9273,98.98229
9274,5.573759
9275,54.891174
9276,128.2834
9277,103.67275
9278,49.76507
9279,100.88388
9280,129.93396
9281,35.223072
9282,120.02156
9283,92.12913
9284,128.52335
9285,145.67374
9286,73.020744
9287,52.5795
9288,90.915184
9289,85.90947
9290,50.354668
9291,124.24423
9292,13.29523
9293,71.800835
9294,76.02784
9295,118.27242
9296,47.44435
9297,12.241045
9298,126.04324
9299,127.14734
9300,53.030457
9301,58.551723
9302,71.0312
9303,-2.7960763
9304,6.528285
9305,25.382717
9306,79.481636
9307,9.830146
9308,134.90858
9309,-0.44460005
9310,83.24863
9311,144.58125
9312,129.96228
9313,9.491179
9314,58.62715
9315,86.52351
9316,100.59669
9317,14.075632
9318,17.698841
9319,126.97208
9320,46.276382
9321,106.699295
9322,9.16256
9323,119.06859
9324,80.20591
9325,70.208824
9326,103.67224
9327,39.218555
9328,79.23541
9329,55.290977
9330,51.22119
9331,14.183024
9332,87.244896
9333,37.807194
9334,85.73726
9335,33.506397
9336,98.753426
9337,-1.5345914
9338,136.91035
9339,44.312336
9340,48.708733
9341,17.06836
9342,108.70911
9343,125.2613
9344,69.35317
9345,5.540539
9346,66.61796
9347,15.304012
9348,89.25088
9349,72.84799
9350,95.732574
9351,128.2448
9352,88.01187
9353,69.90097
9354,117.21877
9355,106.29909
9356,41.285786
9357,124.433136
9358,30.304817
9359,117.71451
9360,159.81125
9361,83.975105
9362,114.34583
9363,130.42117
9364,33.20127
9365,55.88947
9366,90.98214
9367,38.554104
9368,4.3845654
9369,123.562096
9370,61.62599
9371,98.18682
9372,19.91847
9373,82.46876
9374,131.35246
9375,98.1149
9376,74.622475
9377,140.55167
9378,14.984996
9379,66.0367
9380,37.05316
9381,76.506096
9382,83.132225
9383,108.36319
9384,91.86236
9385,72.726494
9386,143.6755
9387,37.989506
9388,63.91858
9389,52.6353
9390,26.158993
9391,50.65429
9392,44.834732
9393,83.85363
9394,73.734955
9395,141.84088
9396,116.28642
9397,116.7742
9398,81.60827
9399,111.94299
9400,25.916271
9401,98.01884
9402,120.93825
9403,0.99833816
9404,23.676512
9405,78.820404
9406,26.38504
9407,88.20474
9408,145.56885
9409,26.094957
9410,29.092518
9411,82.14739
9412,99.73472
9413,87.07173
9414,87.03031
9415,29.267063
9416,28.325111
9417,132.26302
9418,88.180504
9419,139.43605
9420,113.8838
9421,31.523602
9422,15.721317
9423,40.570446
9424,66.16347
9425,134.35345
9426,135.62726
9427,87.73588
9428,42.337254
9429,108.80896
9430,107.85822
9431,137.87923
9432,131.84367
9433,28.707304
9434,86.4798
9435,111.905396
9436,8.270985
9437,111.317924
9438,76.24987
9439,72.118225
9440,35.380882
9441,110.0688
9442,109.91256
9443,7.7102027
9444,36.506615
9445,151.40622
9446,6.5527983
9447,6.1201
9448,131.56233
9449,27.289204
9450,68.52112
9451,92.85639
9452,107.53518
9453,-1.9511187
9454,19.033018
9455,85.5064
9456,60.872154
9457,7.20618
9458,120.614
9459,127.568085
9460,88.65115
9461,126.2546
9462,125.172676
9463,9.14366
9464,117.43674
9465,134.34818
9466,96.77196
9467,76.02184
9468,116.970505
9469,137.04114
9470,39.890503
9471,81.6173
9472,65.618
9473,6.956355
9474,139.7931
9475,34.685463
9476,113.49115
9477,90.79976
9478,5.123336
9479,145.5024
9480,79.91029
9481,155.16585
9482,122.010666
9483,45.86842
9484,55.25405
9485,118.404305
9486,122.661354
9487,132.9889
9488,146.55202
9489,145.59474
9490,37.04043
9491,61.531376
9492,75.17174
9493,64.205795
9494,71.884674
9495,23.503498
9496,146.71005
9497,69.04393
9498,125.32156
9499,10.200908
9500,36.714344
9501,47.60663
9502,61.910015
9503,135.46642
9504,22.658976
9505,85.976974
9506,132.30202
9507,127.790306
9508,90.678215
9509,91.324486
9510,130.79315
9511,6.7936163
9512,107.97379
9513,53.892517
9514,31.495138
9515,89.50431
9516,5.3517103
9517,116.79692
9518,145.48914
9519,132.43219
9520,108.28064
9521,153.43706
9522,65.81881
9523,54.304344
9524,52.77805
9525,2.2390928
9526,72.85879
9527,22.900171
9528,71.966576
9529,43.760647
9530,97.50139
9531,40.135742
9532,37.395515
9533,15.860635
9534,136.49968
9535,146.16434
9536,21.109966
9537,89.83121
9538,89.09118
9539,133.59961
9540,53.341312
9541,75.605545
9542,25.244553
9543,39.778984
9544,5.524608
9545,125.230644
9546,107.0472
9547,5.8730693
9548,126.43554
9549,122.42715
9550,100.32004
9551,64.56605
9552,73.111855
9553,78.99408
9554,111.3637
9555,142.09628
9556,139.54665
9557,65.71713
9558,82.395454
9559,93.867165
9560,65.8809
9561,111.0026
9562,13.58275
9563,56.37859
9564,7.030712
9565,60.8758
9566,122.5928
9567,111.34201
9568,136.10767
9569,23.28005
9570,20.952076
9571,102.39802
9572,143.29892
9573,128.42322
9574,128.07452
9575,130.22723
9576,38.76449
9577,85.51994
9578,12.352377
9579,66.17766
9580,61.016804
9581,112.69972
9582,72.83745
9583,116.82324
9584,104.57841
9585,131.0593
9586,51.920803
9587,94.70661
9588,145.42485
9589,24.085653
9590,92.38308
9591,150.39755
9592,60.29659
9593,116.44093
9594,25.9995
9595,128.25494
9596,119.64467
9597,16.178734
9598,104.37517
9599,54.856407
9600,78.54111
9601,128.02776
9602,143.51181
9603,106.625656
9604,52.704994
9605,154.08362
9606,83.081825
9607,112.48182
9608,152.36928
9609,35.28614
9610,138.82999
9611,49.435425
9612,23.200884
9613,87.84301
9614,110.14423
9615,68.860115
9616,55.25336
9617,37.084835
9618,139.94905
9619,10.963323
9620,147.77303
9621,131.38145
9622,45.604534
9623,8.749201
9624,68.99762
9625,105.44227
9626,40.52707
9627,124.51509
9628,135.1168
9629,56.760735
9630,14.648074
9631,108.02611
9632,45.889233
9633,122.53322
9634,16.73249
9635,125.30189
9636,43.129658
9637,10.849301
9638,1.4266442
9639,92.81331
9640,65.430084
9641,63.025223
9642,11.259666
9643,37.29994
9644,53.51046
9645,11.614807
9646,31.086782
9647,52.19913
9648,78.32869
9649,3.9545407
9650,47.13669
9651,127.04669
9652,27.59373
9653,90.068275
9654,30.463121
9655,56.734478
9656,19.378963
9657,42.83924
9658,96.59
9659,78.37879
9660,67.97021
9661,50.44237
9662,49.309242
9663,109.523636
9664,103.794876
9665,6.5947504
9666,79.20976
9667,90.0103
9668,49.809696
9669,46.994404
9670,47.964645
9671,51.633163
9672,123.32956
9673,66.21719
9674,53.289677
9675,3.1416068
9676,82.27078
9677,88.498955
9678,77.5585
9679,33.609596
9680,128.56593
9681,48.745525
9682,28.687794
9683,122.306465
9684,27.592005
9685,95.30205
9686,53.390472
9687,84.322235
9688,32.483047
9689,21.787598
9690,50.387814
9691,36.937828
9692,154.56924
9693,103.61503
9694,84.181366
9695,99.65258
9696,61.42208
9697,116.7493
9698,122.47339
9699,87.37779
9700,12.452644
9701,124.33166
9702,144.12378
9703,151.98952
9704,18.360352
9705,16.997345
9706,6.651476
9707,134.43945
9708,116.209145
9709,136.94417
9710,103.623375
9711,119.968094
9712,22.333097
9713,25.646217
9714,15.099753
9715,83.88985
9716,33.49039
9717,82.12898
9718,90.18333
9719,18.228378
9720,144.67242
9721,96.53802
9722,19.957247
9723,76.52253
9724,34.015347
9725,39.592888
9726,70.89772
9727,16.949673
9728,52.6579
9729,61.407158
9730,86.13997
9731,49.53673
9732,53.31609
9733,77.69505
9734,139.60646
9735,5.646862
9736,107.79877
9737,10.217199
9738,26.33443
9739,60.12909
9740,72.03074
9741,10.278488
9742,55.28271
9743,107.156876
9744,86.33304
9745,65.82318
9746,102.819954
9747,8.60396
9748,79.016335
9749,67.640045
9750,100.92322
9751,22.69462
9752,71.05239
9753,61.834812
9754,42.72918
9755,119.924286
9756,40.577564
9757,136.61342
9758,125.32878
9759,11.036978
9760,45.965305
9761,45.27043
9762,6.4934278
9763,57.5695
9764,73.80622
9765,141.42804
9766,37.094402
9767,125.72876
9768,74.828064
9769,133.07097
9770,78.211494
9771,64.2556
9772,56.985325
9773,41.719807
9774,43.407772
9775,53.442
9776,2.038683
9777,21.715557
9778,86.64258
9779,68.52108
9780,25.869003
9781,60.033924
9782,24.135912
9783,48.8728
9784,12.21854
9785,12.160815
9786,93.78461
9787,28.753437
9788,4.732678
9789,58.932068
9790,121.02679
9791,22.979221
9792,76.57791
9793,45.614567
9794,108.67457
9795,120.206184
9796,136.92493
9797,85.61827
9798,106.63769
9799,81.22153
9800,33.810005
9801,105.45738
9802,107.32808
9803,121.36338
9804,9.735167
9805,17.994312
9806,57.469543
9807,22.442371
9808,108.07078
9809,15.14347
9810,105.462746
9811,82.71246
9812,55.7466
9813,143.8917
9814,69.79217
9815,122.550674
9816,138.87637
9817,79.977394
9818,105.45913
9819,42.22166
9820,31.615421
9821,35.397743
9822,132.8382
9823,112.07787
9824,36.010853
9825,6.296953
9826,125.0981
9827,69.25857
9828,94.85648
9829,107.2189
9830,86.15531
9831,56.366707
9832,155.72493
9833,125.4643
9834,96.87552
9835,65.21419
9836,105.30436
9837,73.686295
9838,139.25056
9839,118.33396
9840,75.64985
9841,10.946296
9842,156.04811
9843,147.00426
9844,86.48804
9845,124.62148
9846,65.087654
9847,133.07634
9848,29.89401
9849,67.92822
9850,14.823678
9851,34.53057
9852,134.59955
9853,76.0959
9854,2.6271632
9855,113.0402
9856,142.10217
9857,0.21497196
9858,149.67606
9859,117.41213
9860,84.4184
9861,20.720201
9862,94.39827
9863,10.765546
9864,26.675379
9865,102.28203
9866,18.780884
9867,15.351184
9868,15.292889
9869,14.443316
9870,81.384674
9871,19.44281
9872,106.06878
9873,-1.1930858
9874,124.96817
9875,72.94205
9876,39.107693
9877,128.77377
9878,137.57295
9879,31.380405
9880,17.078232
9881,132.72884
9882,121.2282
9883,13.979467
9884,15.34791
9885,132.73753
9886,111.358765
9887,109.20313
9888,56.21551
9889,52.37766
9890,6.751187
9891,98.567
9892,136.7129
9893,116.79884
9894,31.263311
9895,143.67914
9896,127.66513
9897,110.173645
9898,131.71738
9899,9.609786
9900,61.24093
9901,21.29597
9902,76.114235
9903,110.31652
9904,90.781876
9905,104.57873
9906,136.1354
9907,131.21979
9908,65.562096
9909,38.462452
9910,43.089417
9911,72.91906
9912,16.7412
9913,49.703224
9914,10.256926
9915,60.824505
9916,92.91779
9917,131.1377
9918,65.66465
9919,52.55159
9920,15.311215
9921,91.291855
9922,36.001057
9923,82.27944
9924,84.24467
9925,70.73623
9926,119.21233
9927,82.55604
9928,119.199165
9929,106.640495
9930,136.44412
9931,99.13478
9932,28.436409
9933,112.8391
9934,23.179127
9935,18.239761
9936,158.43799
