a,action,reward
8396,0,1
8397,0,-1
8398,3,-1
8399,0,0
8400,1,2
8401,0,0
8402,1,1
8403,0,3
8404,2,1
8405,1,2
8406,2,-1
8407,0,1
8408,1,3
8409,0,1
8410,1,1
8411,2,-2
8412,2,1
8413,1,1
8414,0,-4
8415,1,2
8416,2,-1
8417,3,0
8418,0,0
8419,1,0
8420,0,1
8421,0,1
8422,0,0
8423,1,2
8424,1,2
8425,2,-2
8426,0,1
8427,1,3
8428,0,1
8429,0,-1
8430,0,0
8431,3,1
8432,0,2
8433,0,0
8434,0,1
8435,0,-1
8436,1,-3
8437,1,2
8438,0,0
8439,0,1
8440,0,1
8441,0,3
8442,2,-1
8443,1,2
8444,1,2
8445,0,3
8446,0,-1
8447,3,0
8448,0,0
8449,2,-3
8450,1,3
8451,0,1
8452,0,2
8453,2,1
8454,1,2
8455,0,0
8456,3,1
8457,0,3
8458,0,0
8459,1,2
8460,0,1
8461,1,2
8462,1,3
8463,1,3
8464,0,1
8465,1,0
8466,0,1
8467,1,1
8468,3,1
8469,2,-1
8470,0,0
8471,0,1
8472,0,1
8473,1,3
8474,3,1
8475,1,3
8476,2,-2
8477,0,-1
8478,1,2
8479,3,1
8480,1,2
8481,1,1
8482,3,3
8483,3,0
8484,3,1
8485,0,0
8486,3,1
8487,2,0
8488,0,1
8489,0,-2
8490,1,1
8491,0,0
8492,1,2
8493,0,3
8494,3,1
8495,1,3
8496,1,-2
8497,0,1
8498,2,1
8499,2,1
8500,1,2
8501,0,0
8502,1,1
8503,0,1
8504,3,0
8505,0,0
8506,1,1
8507,0,-1
8508,1,1
8509,1,3
8510,0,0
8511,0,1
8512,3,-2
8513,1,2
8514,0,1
8515,2,-1
8516,1,1
8517,0,2
8518,2,1
8519,0,2
8520,2,0
8521,0,-3
8522,1,2
8523,3,1
8524,0,0
8525,1,2
8526,0,-3
8527,0,-2
8528,1,3
8529,0,1
8530,0,1
8531,0,1
8532,2,1
8533,1,2
8534,1,-1
8535,1,2
8536,2,0
8537,2,-1
8538,0,1
8539,0,1
8540,0,1
8541,2,1
8542,0,1
8543,2,1
8544,0,1
8545,2,1
8546,0,0
8547,1,2
8548,0,1
8549,1,2
8550,2,1
8551,0,0
8552,0,-6
8553,1,2
8554,0,1
8555,0,1
8556,0,1
8557,0,-1
8558,0,0
8559,2,1
8560,0,-1
8561,0,1
8562,1,-1
8563,1,0
8564,1,2
8565,0,1
8566,0,1
8567,3,-1
8568,1,2
8569,0,1
8570,0,0
8571,1,2
8572,1,1
8573,2,0
8574,0,-1
8575,3,1
8576,0,0
8577,3,-4
8578,0,1
8579,2,1
8580,2,1
8581,0,-3
8582,0,1
8583,3,0
8584,0,1
8585,0,0
8586,2,0
8587,0,1
8588,2,1
8589,0,3
8590,1,2
8591,1,1
8592,3,0
8593,1,1
8594,1,3
8595,3,0
8596,1,2
8597,2,1
8598,2,0
8599,0,1
8600,0,-1
8601,2,-1
8602,3,-1
8603,1,2
8604,1,2
8605,0,-3
8606,0,0
8607,3,-1
8608,1,2
8609,0,2
8610,0,-2
8611,0,-1
8612,2,0
8613,1,2
8614,0,0
8615,0,1
8616,0,1
8617,0,1
8618,1,2
8619,1,1
8620,0,-1
8621,2,0
8622,1,0
8623,0,0
8624,2,1
8625,0,1
8626,2,0
8627,0,1
8628,2,1
8629,1,0
8630,0,1
8631,0,1
8632,0,0
8633,0,0
8634,2,1
8635,2,-1
8636,1,2
8637,0,1
8638,0,3
8639,1,2
8640,1,2
8641,3,-1
8642,3,1
8643,2,1
8644,0,0
8645,0,0
8646,3,1
8647,1,2
8648,0,0
8649,2,0
8650,0,0
8651,0,-1
8652,0,1
8653,0,0
8654,3,3
8655,3,1
8656,2,1
8657,1,2
8658,0,-2
8659,0,0
8660,1,2
8661,1,2
8662,0,1
8663,2,-2
8664,2,-2
8665,1,-1
8666,0,1
8667,0,1
8668,1,2
8669,0,1
8670,0,0
8671,0,1
8672,0,2
8673,0,1
8674,3,1
8675,0,1
8676,0,1
8677,3,-1
8678,2,0
8679,1,2
8680,2,-1
8681,2,0
8682,1,3
8683,2,-3
8684,3,1
8685,3,0
8686,1,1
8687,2,0
8688,0,-1
8689,0,-3
8690,1,1
8691,0,1
8692,3,1
8693,1,2
8694,2,1
8695,3,-1
8696,1,2
8697,0,0
8698,0,0
8699,2,0
8700,0,1
8701,2,0
8702,3,0
8703,1,2
8704,1,1
8705,0,-1
8706,2,1
8707,2,0
8708,0,-1
8709,0,0
8710,0,-1
8711,0,3
8712,1,2
8713,0,0
8714,0,1
8715,1,2
8716,0,1
8717,1,1
8718,2,0
8719,0,0
8720,2,1
8721,0,1
8722,1,2
8723,0,1
8724,1,1
8725,2,0
8726,1,2
8727,0,0
8728,0,1
8729,0,0
8730,1,2
8731,0,0
8732,1,2
8733,0,1
8734,1,2
8735,0,-2
8736,1,3
8737,2,-1
8738,1,1
8739,2,1
8740,0,0
8741,3,-2
8742,0,1
8743,3,1
8744,0,1
8745,0,1
8746,0,-1
8747,3,-1
8748,3,0
8749,3,3
8750,0,0
8751,2,-1
8752,0,1
8753,0,1
8754,0,1
8755,0,-2
8756,2,0
8757,1,2
8758,3,-1
8759,0,1
8760,2,2
8761,0,-2
8762,1,-1
8763,1,1
8764,2,1
8765,2,1
8766,0,1
8767,0,-1
8768,1,2
8769,0,0
8770,0,1
8771,0,-1
8772,2,1
8773,0,2
8774,0,1
8775,1,1
8776,2,-1
8777,0,1
8778,3,1
8779,1,1
8780,1,2
8781,0,0
8782,1,1
8783,0,1
8784,0,0
8785,2,0
8786,2,-4
8787,2,1
8788,2,-2
8789,1,2
8790,1,2
8791,3,1
8792,0,-1
8793,0,-1
8794,0,-1
8795,0,1
8796,0,3
8797,2,1
8798,0,1
8799,1,-2
8800,2,1
8801,2,0
8802,3,1
8803,0,0
8804,0,1
8805,0,0
8806,1,2
8807,0,1
8808,0,1
8809,3,1
8810,0,0
8811,3,1
8812,1,0
8813,0,-1
8814,0,1
8815,1,2
8816,2,1
8817,1,1
8818,0,-1
8819,0,0
8820,1,2
8821,0,1
8822,3,-1
8823,2,1
8824,2,-1
8825,2,1
8826,1,-1
8827,2,0
8828,0,0
8829,0,1
8830,0,1
8831,0,0
8832,2,1
8833,2,1
8834,0,1
8835,2,0
8836,0,-2
8837,1,1
8838,0,1
8839,1,2
8840,0,1
8841,0,0
8842,1,2
8843,1,2
8844,1,1
8845,2,1
8846,2,0
8847,3,-2
8848,3,-1
8849,3,2
8850,0,1
8851,0,1
8852,3,1
8853,1,2
8854,2,1
8855,1,1
8856,0,-1
8857,0,-3
8858,0,0
8859,0,1
8860,1,3
8861,1,1
8862,3,0
8863,2,1
8864,2,0
8865,0,0
8866,1,2
8867,2,3
8868,0,1
8869,0,1
8870,0,1
8871,1,2
8872,0,1
8873,3,0
8874,0,0
8875,2,2
8876,0,-1
8877,1,2
8878,0,1
8879,3,0
8880,0,1
8881,3,1
8882,0,1
8883,1,2
8884,1,0
8885,2,1
8886,0,0
8887,1,-2
8888,2,1
8889,2,0
8890,3,0
8891,0,1
8892,0,-1
8893,0,1
8894,0,-1
8895,0,0
8896,0,2
8897,2,0
8898,1,2
8899,1,2
8900,0,1
8901,2,1
8902,0,-4
8903,0,0
8904,2,3
8905,1,1
8906,1,2
8907,2,-1
8908,0,1
8909,2,1
8910,3,-1
8911,2,0
8912,0,3
8913,1,-1
8914,1,0
8915,0,0
8916,3,1
8917,1,1
8918,3,-1
8919,2,1
8920,0,-1
8921,3,3
8922,0,0
8923,0,1
8924,3,0
8925,1,1
8926,1,0
8927,1,2
8928,1,2
8929,0,1
8930,0,0
8931,1,1
8932,0,-6
8933,0,1
8934,3,-3
8935,1,1
8936,1,1
8937,0,1
8938,1,-2
8939,0,1
8940,0,1
8941,0,1
8942,1,1
8943,0,0
8944,0,0
8945,0,1
8946,0,1
8947,1,2
8948,1,0
8949,1,1
8950,3,-1
8951,1,2
8952,1,2
8953,0,-1
8954,1,1
8955,0,1
8956,0,1
8957,0,1
8958,0,0
8959,2,0
8960,2,1
8961,3,1
8962,1,2
8963,0,0
8964,1,0
8965,3,2
8966,1,2
8967,0,0
8968,2,1
8969,2,-2
8970,0,3
8971,0,1
8972,3,0
8973,0,1
8974,2,1
8975,1,1
8976,0,3
8977,0,0
8978,2,1
8979,3,-1
8980,0,0
8981,1,2
8982,1,0
8983,2,-1
8984,0,-1
8985,2,2
8986,0,1
8987,1,2
8988,3,0
8989,0,0
8990,3,-2
8991,0,0
8992,0,0
8993,1,3
8994,1,1
8995,0,0
8996,0,3
8997,1,2
8998,0,-3
8999,1,2
9000,0,1
9001,0,1
9002,1,3
9003,1,2
9004,1,2
9005,0,1
9006,3,1
9007,0,0
9008,0,0
9009,0,3
9010,0,1
9011,0,-2
9012,0,-4
9013,1,1
9014,0,0
9015,1,1
9016,1,3
9017,0,1
9018,0,1
9019,0,1
9020,1,2
9021,0,0
9022,1,2
9023,3,1
9024,0,0
9025,0,-1
9026,0,1
9027,3,0
9028,1,2
9029,2,1
9030,0,1
9031,0,0
9032,0,2
9033,0,0
9034,0,2
9035,0,1
9036,1,-2
9037,0,0
9038,0,1
9039,0,-2
9040,0,3
9041,2,-4
9042,0,1
9043,0,0
9044,3,1
9045,1,0
9046,1,2
9047,0,1
9048,2,1
9049,0,1
9050,0,1
9051,3,1
9052,0,0
9053,0,0
9054,2,-1
9055,0,1
9056,0,1
9057,0,1
9058,2,-1
9059,0,1
9060,2,1
9061,0,1
9062,1,2
9063,0,3
9064,3,1
9065,0,0
9066,1,1
9067,0,2
9068,2,-1
9069,1,2
9070,0,0
9071,0,0
9072,1,2
9073,0,-3
9074,2,1
9075,0,1
9076,0,-1
9077,2,0
9078,1,2
9079,1,1
9080,0,1
9081,1,1
9082,3,1
9083,1,1
9084,0,1
9085,0,1
9086,0,0
9087,1,2
9088,0,1
9089,0,1
9090,1,1
9091,1,3
9092,0,2
9093,1,2
9094,0,1
9095,0,3
9096,1,2
9097,0,0
9098,0,-2
9099,2,1
9100,0,-1
9101,0,1
9102,0,1
9103,3,1
9104,0,1
9105,0,2
9106,3,1
9107,0,0
9108,0,1
9109,0,0
9110,0,1
9111,3,-3
9112,1,-1
9113,0,-1
9114,2,1
9115,0,1
9116,2,1
9117,1,3
9118,2,0
9119,2,0
9120,0,3
9121,0,-1
9122,3,1
9123,0,-1
9124,1,2
9125,3,1
9126,3,0
9127,0,0
9128,3,1
9129,1,1
9130,0,3
9131,2,1
9132,0,3
9133,0,0
9134,2,1
9135,0,0
9136,3,1
9137,0,0
9138,0,0
9139,2,0
9140,3,0
9141,0,1
9142,0,0
9143,3,-2
9144,0,1
9145,0,3
9146,2,0
9147,1,0
9148,0,-1
9149,1,2
9150,0,0
9151,3,1
9152,0,1
9153,0,-1
9154,1,2
9155,1,2
9156,0,1
9157,3,0
9158,0,1
9159,0,-3
9160,0,1
9161,0,1
9162,0,1
9163,0,1
9164,0,1
9165,0,-2
9166,0,1
9167,1,2
9168,2,1
9169,1,2
9170,2,-2
9171,1,2
9172,0,0
9173,2,0
9174,0,1
9175,0,0
9176,3,1
9177,0,-1
9178,0,0
9179,1,1
9180,0,0
9181,1,1
9182,3,0
9183,1,2
9184,0,3
9185,2,-1
9186,0,0
9187,0,1
9188,1,2
9189,1,2
9190,0,0
9191,0,0
9192,0,0
9193,0,1
9194,2,-1
9195,2,0
9196,3,-1
9197,0,1
9198,3,-1
9199,3,1
9200,1,2
9201,0,1
9202,3,0
9203,3,1
9204,0,-1
9205,1,2
9206,0,1
9207,0,1
9208,2,-1
9209,0,1
9210,1,2
9211,2,-1
9212,0,-1
9213,2,-2
9214,2,-2
9215,0,1
9216,1,1
9217,3,0
9218,1,2
9219,0,1
9220,0,0
9221,0,-1
9222,1,1
9223,2,-1
9224,1,2
9225,0,0
9226,0,2
9227,2,1
9228,1,2
9229,3,1
9230,0,1
9231,0,1
9232,2,0
9233,3,1
9234,1,2
9235,0,1
9236,0,-3
9237,1,1
9238,2,-2
9239,0,0
9240,1,2
9241,0,0
9242,0,1
9243,1,3
9244,3,-3
9245,0,1
9246,0,-2
9247,0,1
9248,0,1
9249,1,2
9250,2,-1
9251,0,0
9252,2,0
9253,3,1
9254,0,0
9255,3,1
9256,0,1
9257,0,1
9258,2,-1
9259,0,1
9260,1,2
9261,3,-1
9262,0,1
9263,0,0
9264,0,1
9265,0,0
9266,1,2
9267,0,1
9268,3,1
9269,0,3
9270,1,1
9271,1,1
9272,0,1
9273,1,2
9274,0,1
9275,0,-2
9276,1,1
9277,1,2
9278,0,-2
9279,0,0
9280,1,2
9281,0,-3
9282,0,1
9283,2,-1
9284,0,0
9285,1,2
9286,3,1
9287,1,1
9288,0,0
9289,1,-1
9290,2,-2
9291,0,1
9292,1,2
9293,2,-1
9294,1,1
9295,0,1
9296,0,-4
9297,3,0
9298,0,1
9299,3,3
9300,0,0
9301,2,-1
9302,3,2
9303,0,0
9304,0,1
9305,3,1
9306,0,0
9307,0,1
9308,1,0
9309,3,0
9310,1,1
9311,0,1
9312,0,1
9313,0,1
9314,0,1
9315,2,1
9316,1,2
9317,0,1
9318,3,1
9319,0,1
9320,0,1
9321,0,1
9322,0,1
9323,0,1
9324,1,1
9325,3,0
9326,0,1
9327,2,-2
9328,0,0
9329,0,-1
9330,3,0
9331,2,1
9332,3,1
9333,0,1
9334,0,0
9335,1,2
9336,0,0
9337,0,-1
9338,1,2
9339,1,3
9340,0,1
9341,0,0
9342,2,-1
9343,2,2
9344,0,0
9345,2,1
9346,3,0
9347,0,1
9348,0,0
9349,2,1
9350,1,2
9351,2,1
9352,2,-1
9353,0,1
9354,1,3
9355,1,2
9356,0,1
9357,0,1
9358,2,0
9359,0,2
9360,1,2
9361,0,1
9362,0,1
9363,2,0
9364,1,2
9365,0,1
9366,1,2
9367,1,2
9368,1,-1
9369,0,1
9370,0,1
9371,2,-1
9372,3,-2
9373,0,1
9374,0,-1
9375,0,-2
9376,0,-4
9377,0,3
9378,2,0
9379,1,0
9380,0,1
9381,0,1
9382,0,1
9383,0,-2
9384,0,1
9385,1,1
9386,1,2
9387,0,1
9388,3,0
9389,0,2
9390,1,2
9391,0,-1
9392,2,0
9393,0,0
9394,0,1
9395,3,1
9396,3,-1
9397,0,1
9398,3,1
9399,0,0
9400,0,-2
9401,2,0
9402,0,1
9403,2,-4
9404,0,-2
9405,2,1
9406,0,1
9407,0,1
9408,0,0
9409,3,1
9410,2,0
9411,1,0
9412,1,1
9413,0,0
9414,0,-2
9415,0,3
9416,1,1
9417,0,1
9418,0,2
9419,1,1
9420,0,0
9421,1,1
9422,1,0
9423,1,2
9424,0,1
9425,0,1
9426,0,-1
9427,3,-2
9428,1,1
9429,0,-1
9430,2,1
9431,2,0
9432,2,-3
9433,3,1
9434,3,1
9435,0,1
9436,3,3
9437,2,-2
9438,0,-1
9439,0,1
9440,2,1
9441,0,1
9442,0,0
9443,2,-2
9444,1,1
9445,2,-1
9446,0,1
9447,0,1
9448,0,1
9449,1,-2
9450,3,0
9451,0,0
9452,1,2
9453,1,-1
9454,1,2
9455,1,2
9456,0,-1
9457,0,0
9458,1,2
9459,2,-3
9460,0,1
9461,0,2
9462,1,2
9463,3,3
9464,0,1
9465,1,2
9466,1,2
9467,0,-5
9468,3,-1
9469,0,0
9470,0,-3
9471,1,1
9472,3,1
9473,0,0
9474,0,1
9475,3,0
9476,3,1
9477,3,0
9478,0,-3
9479,2,2
9480,0,3
9481,0,1
9482,0,0
9483,0,0
9484,2,0
9485,0,0
9486,0,0
9487,2,1
9488,3,1
9489,0,1
9490,0,0
9491,1,3
9492,3,-2
9493,1,2
9494,1,1
9495,3,1
9496,0,1
9497,0,-2
9498,0,0
9499,0,1
9500,0,0
9501,1,-2
9502,1,1
9503,2,-4
9504,2,1
9505,0,0
9506,3,1
9507,0,0
9508,0,1
9509,0,0
9510,0,0
9511,1,3
9512,1,1
9513,1,2
9514,0,1
9515,3,1
9516,1,1
9517,0,-1
9518,0,-1
9519,2,1
9520,1,0
9521,2,3
9522,0,3
9523,0,1
9524,1,2
9525,0,-1
9526,3,-2
9527,0,3
9528,0,1
9529,1,2
9530,1,1
9531,1,1
9532,0,-2
9533,1,2
9534,0,1
9535,0,0
9536,1,2
9537,0,2
9538,0,0
9539,3,1
9540,0,1
9541,1,2
9542,0,1
9543,3,-3
9544,1,1
9545,1,2
9546,0,0
9547,1,1
9548,3,1
9549,3,0
9550,0,1
9551,0,0
9552,1,1
9553,3,-2
9554,0,2
9555,3,1
9556,1,1
9557,0,0
9558,0,0
9559,1,2
9560,1,2
9561,0,1
9562,0,1
9563,1,1
9564,1,2
9565,2,-1
9566,3,0
9567,3,-2
9568,3,1
9569,1,1
9570,3,1
9571,3,-2
9572,0,1
9573,2,1
9574,0,1
9575,1,2
9576,1,1
9577,0,1
9578,3,0
9579,2,2
9580,3,0
9581,2,-2
9582,2,1
9583,1,3
9584,0,0
9585,2,0
9586,1,3
9587,1,-1
9588,1,2
9589,0,-1
9590,0,1
9591,0,-1
9592,2,1
9593,1,2
9594,0,-1
9595,1,1
9596,0,1
9597,1,2
9598,0,1
9599,0,1
9600,1,1
9601,1,2
9602,1,2
9603,0,3
9604,1,2
9605,1,1
9606,1,2
9607,0,1
9608,3,1
9609,2,1
9610,0,3
9611,0,1
9612,0,0
9613,2,1
9614,0,1
9615,0,-2
9616,0,1
9617,0,0
9618,2,1
9619,0,1
9620,1,2
9621,1,2
9622,2,-1
9623,1,1
9624,0,0
9625,1,1
9626,0,2
9627,2,0
9628,3,1
9629,0,0
9630,0,-3
9631,3,1
9632,0,1
9633,0,1
9634,0,1
9635,2,-1
9636,2,1
9637,1,2
9638,0,0
9639,1,1
9640,1,2
9641,3,3
9642,1,1
9643,0,0
9644,0,-1
9645,1,2
9646,0,1
9647,1,3
9648,3,1
9649,0,1
9650,1,1
9651,0,1
9652,0,1
9653,0,1
9654,2,1
9655,0,3
9656,0,-1
9657,3,1
9658,0,1
9659,3,1
9660,0,0
9661,1,2
9662,0,-2
9663,0,1
9664,0,1
9665,0,0
9666,3,0
9667,3,1
9668,0,0
9669,1,2
9670,3,0
9671,0,0
9672,2,-1
9673,0,1
9674,1,2
9675,3,0
9676,0,0
9677,0,2
9678,3,2
9679,1,-2
9680,0,3
9681,0,0
9682,0,1
9683,0,0
9684,1,1
9685,3,1
9686,1,3
9687,0,0
9688,0,0
9689,1,2
9690,2,-1
9691,0,-1
9692,0,1
9693,3,0
9694,1,1
9695,2,0
9696,1,3
9697,0,0
9698,0,0
9699,3,1
9700,0,1
9701,2,1
9702,1,0
9703,0,1
9704,0,1
9705,1,2
9706,3,0
9707,0,-2
9708,0,0
9709,0,0
9710,0,1
9711,0,1
9712,1,2
9713,0,3
9714,2,2
9715,2,0
9716,0,2
9717,0,1
9718,3,1
9719,0,1
9720,2,1
9721,0,0
9722,0,1
9723,1,0
9724,0,1
9725,1,0
9726,0,1
9727,1,2
9728,0,1
9729,2,0
9730,0,3
9731,2,-3
9732,1,3
9733,0,1
9734,2,0
9735,0,1
9736,3,2
9737,0,1
9738,2,-1
9739,0,1
9740,0,1
9741,0,3
9742,0,1
9743,1,2
9744,0,1
9745,3,1
9746,3,-1
9747,1,0
9748,0,3
9749,1,1
9750,1,1
9751,2,1
9752,3,1
9753,2,0
9754,0,0
9755,1,2
9756,0,1
9757,1,-1
9758,0,1
9759,2,-3
9760,0,1
9761,3,-2
9762,3,-2
9763,2,-2
9764,3,1
9765,1,2
9766,0,-4
9767,1,1
9768,1,2
9769,0,3
9770,0,1
9771,1,1
9772,1,1
9773,1,2
9774,0,1
9775,0,1
9776,3,2
9777,1,1
9778,3,-1
9779,1,2
9780,0,-2
9781,1,1
9782,0,1
9783,1,1
9784,2,2
9785,3,-1
9786,0,1
9787,1,2
9788,0,0
9789,3,-1
9790,0,0
9791,0,-1
9792,0,1
9793,0,-1
9794,2,-1
9795,1,-1
9796,0,0
9797,1,2
9798,0,0
9799,1,2
9800,2,0
9801,3,-1
9802,1,-1
9803,0,1
9804,0,1
9805,2,-1
9806,3,3
9807,1,-2
9808,0,1
9809,2,2
9810,0,1
9811,2,-2
9812,1,2
9813,0,3
9814,1,2
9815,0,-2
9816,0,1
9817,0,-1
9818,1,1
9819,1,2
9820,0,-1
9821,2,1
9822,1,0
9823,0,-2
9824,1,2
9825,0,0
9826,0,1
9827,0,1
9828,1,1
9829,0,-1
9830,0,2
9831,3,-2
9832,2,0
9833,2,1
9834,1,2
9835,3,-2
9836,2,0
9837,2,1
9838,1,3
9839,3,1
9840,0,1
9841,2,1
9842,2,-1
9843,0,1
9844,0,1
9845,0,2
9846,0,1
9847,0,0
9848,3,1
9849,3,1
9850,3,1
9851,2,1
9852,0,0
9853,2,-1
9854,0,1
9855,1,-1
9856,2,1
9857,3,1
9858,0,1
9859,0,-2
9860,0,-3
9861,3,1
9862,0,0
9863,0,-2
9864,1,2
9865,0,1
9866,0,-1
9867,2,1
9868,0,-2
9869,3,1
9870,0,-1
9871,1,2
9872,1,2
9873,1,-1
9874,0,1
9875,0,1
9876,0,1
9877,1,2
9878,1,2
9879,1,2
9880,3,0
9881,3,1
9882,0,-3
9883,0,0
9884,3,0
9885,1,0
9886,0,1
9887,2,1
9888,1,2
9889,3,0
9890,0,-1
9891,1,2
9892,0,-4
9893,2,3
9894,2,1
9895,2,1
9896,1,1
9897,0,-3
9898,1,2
9899,3,1
9900,0,3
9901,2,0
9902,0,1
9903,1,2
9904,1,3
9905,0,0
9906,1,0
9907,3,2
9908,2,1
9909,0,-2
9910,1,2
9911,0,3
9912,0,1
9913,0,0
9914,1,2
9915,1,3
9916,0,0
9917,0,0
9918,0,0
9919,0,0
9920,1,2
9921,1,2
9922,0,1
9923,2,-2
9924,3,1
9925,1,2
9926,1,2
9927,1,2
9928,1,2
9929,0,0
9930,0,0
9931,3,-2
9932,3,1
9933,0,1
9934,0,-2
9935,0,1
9936,2,1
9937,0,1
9938,3,1
9939,1,3
9940,0,1
9941,1,2
9942,0,1
9943,1,1
9944,0,1
9945,0,1
9946,1,1
9947,0,1
9948,2,0
9949,3,1
9950,0,-1
9951,1,2
9952,0,0
9953,0,1
9954,1,0
9955,2,-1
9956,0,1
9957,0,0
9958,0,0
9959,0,1
9960,1,2
9961,3,1
9962,0,1
9963,0,1
9964,0,1
9965,0,1
9966,3,-3
9967,0,1
9968,3,0
9969,2,0
9970,0,1
9971,0,1
9972,2,-4
9973,0,0
9974,0,-2
9975,0,3
9976,1,0
9977,0,1
9978,0,2
9979,0,2
9980,0,2
9981,0,1
9982,0,1
9983,0,1
9984,0,0
9985,0,0
9986,1,3
9987,1,2
9988,1,2
9989,2,2
9990,0,1
9991,0,1
9992,1,2
9993,0,-1
9994,1,-1
9995,0,1
9996,0,1
9997,1,0
9998,3,-1
9999,1,3
10000,1,-1
10001,0,0
10002,0,1
10003,0,1
10004,0,1
10005,2,-2
10006,0,1
10007,1,1
10008,0,0
10009,0,0
10010,1,0
10011,0,0
10012,3,-1
10013,0,0
10014,2,1
10015,0,1
10016,0,2
10017,0,0
10018,0,0
10019,2,-3
10020,0,0
10021,0,1
10022,2,0
10023,0,-3
10024,0,0
10025,1,2
10026,0,1
10027,0,1
10028,2,1
10029,2,-5
10030,2,1
10031,3,-1
10032,1,2
10033,3,3
10034,1,1
10035,0,-2
10036,0,1
10037,1,2
10038,1,2
10039,3,0
10040,0,1
10041,2,-1
10042,0,1
10043,2,-1
10044,0,3
10045,0,1
10046,2,1
10047,1,2
10048,0,1
10049,1,0
10050,0,0
10051,0,1
10052,1,2
10053,0,-3
10054,1,2
10055,1,1
10056,1,2
10057,0,1
10058,1,2
10059,1,2
10060,0,-1
10061,2,0
10062,0,-3
10063,1,1
10064,2,1
10065,0,0
10066,0,1
10067,3,1
10068,1,2
10069,1,1
10070,0,1
10071,2,1
10072,1,1
10073,1,2
10074,1,2
10075,0,3
10076,0,1
10077,1,2
10078,0,0
10079,0,1
10080,3,3
10081,0,1
10082,0,-2
10083,3,1
10084,2,1
10085,0,-2
10086,0,1
10087,0,1
10088,0,0
10089,0,1
10090,1,1
10091,0,3
10092,1,2
10093,2,0
10094,2,1
10095,1,0
10096,1,1
10097,1,1
10098,3,-2
10099,0,1
10100,0,0
10101,0,1
10102,0,1
10103,1,2
10104,1,1
10105,0,1
10106,0,1
10107,1,2
10108,0,1
10109,2,1
10110,1,2
10111,0,-1
10112,0,-1
10113,0,0
10114,0,0
10115,3,0
10116,0,1
10117,2,0
10118,0,1
10119,0,-6
10120,1,-1
10121,0,1
10122,0,0
10123,0,-2
10124,0,1
10125,1,1
10126,0,-1
10127,0,1
10128,1,1
10129,1,2
10130,0,1
10131,0,1
10132,1,2
10133,2,-1
10134,0,-1
10135,2,-1
10136,0,1
10137,3,0
10138,0,1
10139,0,3
10140,0,1
10141,1,0
10142,0,-2
10143,1,1
10144,0,0
10145,0,0
10146,2,1
10147,0,1
10148,1,1
10149,0,1
10150,1,-1
10151,1,2
10152,0,1
10153,0,1
10154,0,-2
10155,0,-1
10156,2,1
10157,1,1
10158,1,0
10159,2,1
10160,0,1
10161,3,0
10162,0,1
10163,1,1
10164,0,1
10165,0,1
10166,0,1
10167,0,1
10168,2,1
10169,0,3
10170,0,-1
10171,0,-1
10172,0,1
10173,0,1
10174,0,0
10175,0,1
10176,0,1
10177,2,3
10178,3,1
10179,1,2
10180,3,1
10181,0,0
10182,0,1
10183,1,0
10184,0,1
10185,0,-1
10186,1,2
10187,3,1
10188,1,1
10189,1,1
10190,0,1
10191,0,1
10192,0,1
10193,3,1
10194,0,0
10195,0,-2
10196,3,-1
10197,0,3
10198,0,1
10199,3,1
10200,1,2
10201,1,2
10202,0,0
10203,0,1
10204,1,0
10205,1,2
10206,0,2
10207,1,1
10208,0,1
10209,1,0
10210,1,-4
10211,2,-1
10212,3,-1
10213,0,1
10214,0,1
10215,2,0
10216,1,1
10217,2,1
10218,0,-1
10219,1,2
10220,3,1
10221,1,2
10222,0,1
10223,1,2
10224,1,-1
10225,0,1
10226,2,-1
10227,3,-3
10228,1,1
10229,2,1
10230,1,2
10231,1,3
10232,0,1
10233,1,2
10234,0,1
10235,3,1
10236,0,1
10237,1,0
10238,0,1
10239,2,-4
10240,1,2
10241,0,2
10242,0,-1
10243,1,1
10244,1,2
10245,1,2
10246,0,-2
10247,0,1
10248,1,2
10249,2,1
10250,2,3
10251,0,0
10252,0,3
10253,0,2
10254,2,1
10255,1,2
10256,0,1
10257,0,-2
10258,1,2
10259,0,3
10260,0,0
10261,3,0
10262,3,1
10263,1,2
10264,0,1
10265,0,0
10266,0,0
10267,2,1
10268,2,1
10269,0,-2
10270,2,0
10271,1,2
10272,3,0
10273,1,2
10274,0,0
10275,1,2
10276,0,-1
10277,0,0
10278,0,1
10279,0,3
10280,2,0
10281,0,1
10282,0,-2
10283,3,-1
10284,0,-2
10285,0,1
10286,1,0
10287,0,0
10288,0,0
10289,0,1
10290,0,1
10291,2,-2
10292,0,-2
10293,2,0
10294,2,-1
10295,1,2
10296,0,0
10297,1,1
10298,0,1
10299,1,2
10300,0,2
10301,0,1
10302,0,-2
10303,1,2
10304,2,0
10305,1,1
10306,1,-1
10307,0,0
10308,0,0
10309,0,-2
10310,2,0
10311,0,1
10312,0,1
10313,2,1
10314,3,0
10315,3,-1
10316,2,-2
10317,0,0
10318,0,-2
10319,0,0
10320,0,-1
10321,0,1
10322,0,1
10323,2,0
10324,1,2
10325,0,1
10326,1,-1
10327,3,1
10328,1,2
10329,3,0
10330,1,2
10331,2,3
10332,0,1
10333,0,0
10334,1,2
10335,0,3
10336,0,2
10337,0,1
10338,3,0
10339,1,1
10340,2,-3
10341,2,-1
10342,0,1
10343,0,0
10344,3,0
