a,action,reward
8028,3,0
8029,0,0
8030,3,0
8031,0,-1
8032,3,3
8033,3,-1
8034,0,0
8035,2,1
8036,0,1
8037,2,1
8038,0,0
8039,0,1
8040,0,1
8041,0,1
8042,0,1
8043,0,1
8044,0,1
8045,0,1
8046,0,1
8047,0,1
8048,0,0
8049,0,0
8050,0,2
8051,0,0
8052,0,0
8053,0,1
8054,0,2
8055,0,0
8056,0,1
8057,0,1
8058,0,0
8059,0,-1
8060,0,1
8061,0,0
8062,3,0
8063,0,1
8064,0,2
8065,0,3
8066,0,1
8067,1,2
8068,0,1
8069,0,1
8070,0,1
8071,0,1
8072,0,1
8073,0,-1
8074,0,0
8075,0,1
8076,0,1
8077,0,1
8078,0,1
8079,2,2
8080,0,0
8081,0,-2
8082,0,-1
8083,0,-2
8084,0,0
8085,0,-1
8086,0,-1
8087,0,1
8088,0,3
8089,0,-1
8090,0,1
8091,0,-1
8092,0,0
8093,0,1
8094,3,1
8095,2,-2
8096,0,1
8097,0,3
8098,2,-2
8099,0,1
8100,3,-1
8101,0,1
8102,0,0
8103,0,-4
8104,0,1
8105,0,1
8106,0,2
8107,2,1
8108,0,1
8109,0,0
8110,0,1
8111,1,2
8112,2,0
8113,0,1
8114,0,1
8115,1,2
8116,0,1
8117,0,0
8118,0,0
8119,0,1
8120,0,-2
8121,1,2
8122,0,0
8123,2,-1
8124,0,-1
8125,0,3
8126,2,1
8127,0,-3
8128,0,0
8129,0,1
8130,0,1
8131,2,-1
8132,3,1
8133,1,2
8134,0,2
8135,2,1
8136,1,0
8137,0,0
8138,0,1
8139,0,1
8140,1,2
8141,0,1
8142,3,1
8143,3,1
8144,0,-1
8145,0,3
8146,0,1
8147,2,1
8148,0,0
8149,0,1
8150,1,2
8151,0,1
8152,0,-1
8153,0,1
8154,0,3
8155,0,1
8156,0,0
8157,0,1
8158,0,1
8159,0,0
8160,0,3
8161,0,1
8162,0,1
8163,0,3
8164,0,1
8165,0,1
8166,0,-2
8167,0,-1
8168,0,3
8169,1,1
8170,0,-1
8171,0,3
8172,0,-1
8173,0,3
8174,0,-1
8175,0,1
8176,0,1
8177,0,0
8178,1,-2
8179,0,1
8180,0,0
8181,0,0
8182,0,1
8183,0,1
8184,0,3
8185,2,0
8186,0,0
8187,0,0
8188,3,0
8189,0,1
8190,0,1
8191,0,0
8192,0,3
8193,0,0
8194,1,-1
8195,0,1
8196,0,1
8197,0,-3
8198,0,1
8199,2,1
8200,0,0
8201,2,0
8202,2,-2
8203,1,2
8204,1,2
8205,0,0
8206,0,-1
8207,0,1
8208,0,3
8209,0,1
8210,0,-3
8211,0,-2
8212,0,0
8213,3,-1
8214,0,1
8215,0,-1
8216,3,-1
8217,0,3
8218,0,-1
8219,3,1
8220,3,0
8221,2,0
8222,2,0
8223,0,1
8224,0,1
8225,0,0
8226,0,1
8227,0,2
8228,0,1
8229,3,1
8230,0,1
8231,0,0
8232,0,1
8233,0,1
8234,0,2
8235,1,1
8236,0,0
8237,0,1
8238,1,1
8239,0,1
8240,0,0
8241,0,1
8242,0,1
8243,0,0
8244,0,1
8245,2,1
8246,0,1
8247,0,1
8248,2,-1
8249,1,1
8250,0,1
8251,0,1
8252,0,1
8253,0,0
8254,0,0
8255,0,3
8256,0,1
8257,0,-2
8258,0,0
8259,0,1
8260,3,-1
8261,0,0
8262,0,0
8263,0,2
8264,0,-1
8265,1,2
8266,0,-3
8267,0,0
8268,0,1
8269,0,0
8270,0,0
8271,0,3
8272,0,-3
8273,0,0
8274,2,0
8275,0,3
8276,2,-1
8277,0,3
8278,0,0
8279,0,1
8280,0,-5
8281,0,1
8282,0,1
8283,1,-3
8284,0,3
8285,0,1
8286,2,1
8287,0,0
8288,1,1
8289,3,0
8290,0,1
8291,0,0
8292,0,1
8293,0,1
8294,0,2
8295,0,0
8296,0,0
8297,0,1
8298,0,1
8299,0,1
8300,3,-2
8301,0,1
8302,0,0
8303,0,-3
8304,0,1
8305,0,1
8306,0,-4
8307,0,1
8308,1,-1
8309,0,1
8310,3,0
8311,0,0
8312,0,0
8313,0,3
8314,0,2
8315,1,2
8316,0,1
8317,0,-3
8318,1,2
8319,0,1
8320,0,1
8321,2,1
8322,1,2
8323,0,0
8324,0,1
8325,0,-1
8326,1,2
8327,0,0
8328,0,3
8329,1,3
8330,0,1
8331,0,0
8332,0,0
8333,0,1
8334,0,0
8335,0,1
8336,1,2
8337,0,0
8338,0,1
8339,0,0
8340,3,1
8341,0,1
8342,0,-2
8343,0,1
8344,0,0
8345,0,-2
8346,0,1
8347,0,0
8348,0,-1
8349,1,2
8350,0,1
8351,2,0
8352,0,1
8353,2,1
8354,2,1
8355,0,1
8356,0,1
8357,1,-1
8358,1,2
8359,0,1
8360,0,0
8361,1,1
8362,0,-1
8363,0,0
8364,1,-3
8365,1,2
8366,0,-1
8367,0,-1
8368,0,1
8369,0,0
8370,0,1
8371,0,1
8372,0,0
8373,0,0
8374,2,-2
8375,0,1
8376,0,0
8377,0,0
8378,0,-1
8379,0,0
8380,0,1
8381,0,-1
8382,0,1
8383,0,0
8384,0,0
8385,0,1
8386,0,0
8387,0,0
8388,0,2
8389,0,1
8390,1,1
8391,0,1
8392,0,1
8393,2,-1
8394,0,0
8395,3,-2
8396,0,1
8397,0,-1
8398,0,0
8399,0,0
8400,0,1
8401,0,0
8402,0,0
8403,0,3
8404,0,1
8405,0,1
8406,2,-1
8407,0,1
8408,0,3
8409,0,1
8410,0,0
8411,0,-1
8412,0,1
8413,0,1
8414,0,-4
8415,3,1
8416,0,0
8417,2,0
8418,0,0
8419,0,-1
8420,1,2
8421,0,1
8422,0,0
8423,0,1
8424,0,1
8425,0,-1
8426,3,1
8427,3,1
8428,0,1
8429,0,-1
8430,1,1
8431,1,2
8432,0,2
8433,0,0
8434,3,1
8435,0,-1
8436,0,-4
8437,0,1
8438,0,0
8439,0,1
8440,0,1
8441,0,3
8442,0,-1
8443,0,1
8444,1,2
8445,2,1
8446,0,-1
8447,0,0
8448,0,0
8449,0,-1
8450,0,3
8451,0,1
8452,0,2
8453,0,1
8454,0,1
8455,0,0
8456,0,1
8457,0,3
8458,0,0
8459,2,1
8460,0,1
8461,1,2
8462,0,3
8463,3,3
8464,0,1
8465,0,-1
8466,0,1
8467,0,-1
8468,3,1
8469,2,-1
8470,0,0
8471,0,1
8472,3,1
8473,0,3
8474,1,1
8475,0,3
8476,1,1
8477,0,-1
8478,1,2
8479,0,1
8480,0,1
8481,0,0
8482,3,3
8483,0,0
8484,3,1
8485,0,0
8486,0,1
8487,0,2
8488,2,1
8489,0,-2
8490,0,0
8491,0,0
8492,0,1
8493,0,3
8494,0,1
8495,0,3
8496,0,-3
8497,0,1
8498,0,1
8499,0,1
8500,3,1
8501,0,0
8502,0,0
8503,0,1
8504,1,1
8505,0,0
8506,0,0
8507,0,-1
8508,0,0
8509,0,1
8510,1,1
8511,2,1
8512,0,-2
8513,0,1
8514,0,1
8515,0,1
8516,3,0
8517,1,3
8518,0,1
8519,0,2
8520,0,2
8521,2,-1
8522,0,2
8523,0,1
8524,0,0
8525,0,1
8526,1,-2
8527,0,-2
8528,0,3
8529,0,1
8530,0,1
8531,0,1
8532,0,0
8533,3,1
8534,0,-2
8535,0,1
8536,3,3
8537,0,0
8538,0,1
8539,0,1
8540,0,1
8541,0,1
8542,0,1
8543,3,1
8544,0,1
8545,0,0
8546,3,0
8547,0,1
8548,0,1
8549,3,1
8550,1,2
8551,2,0
8552,0,-6
8553,0,1
8554,0,1
8555,0,1
8556,0,1
8557,0,-1
8558,2,0
8559,0,1
8560,0,-1
8561,0,1
8562,1,-1
8563,0,-1
8564,0,1
8565,0,1
8566,0,1
8567,0,0
8568,3,2
8569,0,1
8570,0,0
8571,0,1
8572,0,0
8573,0,0
8574,0,-1
8575,0,1
8576,0,0
8577,0,-2
8578,0,1
8579,0,1
8580,0,1
8581,0,-3
8582,0,1
8583,0,0
8584,0,1
8585,1,1
8586,0,1
8587,0,1
8588,2,1
8589,0,3
8590,0,2
8591,0,1
8592,0,0
8593,0,0
8594,2,-1
8595,0,0
8596,0,1
8597,0,1
8598,0,0
8599,0,1
8600,0,-1
8601,0,1
8602,2,-3
8603,0,1
8604,0,1
8605,0,-3
8606,3,-1
8607,0,-1
8608,3,1
8609,0,2
8610,3,0
8611,0,-1
8612,0,0
8613,0,1
8614,0,0
8615,0,1
8616,3,1
8617,0,1
8618,0,1
8619,0,0
8620,0,-1
8621,0,0
8622,0,-1
8623,0,0
8624,0,1
8625,3,1
8626,0,0
8627,1,2
8628,1,2
8629,0,0
8630,2,1
8631,0,1
8632,0,0
8633,0,0
8634,0,1
8635,0,1
8636,0,1
8637,0,1
8638,0,3
8639,0,1
8640,0,1
8641,1,-1
8642,0,1
8643,0,1
8644,0,0
8645,0,0
8646,0,1
8647,0,1
8648,0,0
8649,0,0
8650,0,0
8651,0,-1
8652,0,1
8653,0,0
8654,0,3
8655,0,1
8656,0,1
8657,2,0
8658,0,-2
8659,3,0
8660,0,1
8661,0,1
8662,0,1
8663,0,0
8664,0,0
8665,0,-2
8666,3,1
8667,2,1
8668,0,1
8669,0,1
8670,0,0
8671,1,2
8672,0,2
8673,1,2
8674,2,1
8675,0,1
8676,3,1
8677,0,-2
8678,0,-1
8679,3,1
8680,0,-1
8681,2,0
8682,3,3
8683,0,-1
8684,3,1
8685,0,0
8686,0,1
8687,1,1
8688,0,-1
8689,0,-3
8690,0,0
8691,0,1
8692,0,1
8693,0,1
8694,1,2
8695,0,1
8696,3,1
8697,0,0
8698,0,0
8699,0,1
8700,0,1
8701,0,0
8702,1,1
8703,0,1
8704,0,0
8705,3,-1
8706,0,1
8707,0,0
8708,0,-1
8709,1,1
8710,3,-1
8711,0,3
8712,0,1
8713,0,0
8714,0,1
8715,1,2
8716,0,1
8717,0,1
8718,0,0
8719,0,0
8720,0,1
8721,0,1
8722,0,1
8723,0,1
8724,3,-1
8725,0,0
8726,0,1
8727,0,0
8728,0,1
8729,0,0
8730,0,1
8731,0,0
8732,2,1
8733,1,2
8734,0,1
8735,0,-2
8736,0,3
8737,0,-1
8738,0,0
8739,0,3
8740,0,0
8741,0,-2
8742,0,1
8743,0,0
8744,0,1
8745,0,1
8746,0,-1
8747,0,-1
8748,0,-1
8749,3,3
8750,0,0
8751,0,-1
8752,0,1
8753,2,1
8754,0,1
8755,0,-2
8756,0,0
8757,1,2
8758,0,-1
8759,0,1
8760,3,2
8761,3,-1
8762,0,-2
8763,0,0
8764,0,1
8765,0,1
8766,0,1
8767,2,-1
8768,0,1
8769,0,0
8770,0,1
8771,0,-1
8772,1,2
8773,0,2
8774,0,1
8775,1,1
8776,0,-1
8777,0,1
8778,0,1
8779,0,0
8780,0,1
8781,0,0
8782,1,1
8783,0,1
8784,2,-2
8785,0,1
8786,0,-2
8787,0,1
8788,0,0
8789,0,1
8790,0,1
8791,1,2
8792,0,-1
8793,0,-1
8794,0,-1
8795,2,1
8796,0,3
8797,0,1
8798,1,2
8799,0,-3
8800,0,1
8801,0,0
8802,0,1
8803,0,0
8804,0,1
8805,0,0
8806,3,1
8807,0,1
8808,0,1
8809,0,1
8810,0,0
8811,2,1
8812,2,-4
8813,0,-1
8814,3,1
8815,0,1
8816,0,1
8817,0,0
8818,0,-1
8819,0,0
8820,0,1
8821,0,1
8822,0,-1
8823,0,1
8824,0,1
8825,0,1
8826,0,-2
8827,0,0
8828,0,0
8829,0,1
8830,2,1
8831,0,0
8832,0,1
8833,0,1
8834,0,1
8835,0,0
8836,0,-2
8837,2,-1
8838,1,2
8839,0,1
8840,3,1
8841,0,0
8842,0,1
8843,1,2
8844,0,1
8845,0,0
8846,0,0
8847,0,-2
8848,0,-1
8849,0,2
8850,0,1
8851,2,1
8852,2,1
8853,2,0
8854,0,1
8855,0,0
8856,0,-1
8857,1,-3
8858,2,0
8859,0,1
8860,0,3
8861,0,0
8862,0,0
8863,0,1
8864,3,1
8865,2,0
8866,0,1
8867,0,1
8868,0,1
8869,0,1
8870,0,1
8871,0,1
8872,0,1
8873,3,0
8874,0,0
8875,0,2
8876,0,-1
8877,1,2
8878,0,1
8879,0,0
8880,0,1
8881,0,1
8882,0,1
8883,0,1
8884,1,0
8885,0,1
8886,0,0
8887,2,-3
8888,0,1
8889,0,0
8890,3,0
8891,0,1
8892,2,-1
8893,0,1
8894,1,0
8895,0,0
8896,1,2
8897,2,0
8898,0,1
8899,0,1
8900,0,1
8901,0,1
8902,1,-3
8903,0,0
8904,0,3
8905,1,1
8906,0,1
8907,3,1
8908,0,1
8909,0,0
8910,0,1
8911,0,0
8912,0,3
8913,0,-2
8914,0,-1
8915,0,0
8916,0,1
8917,0,0
8918,3,-1
8919,3,1
8920,3,-1
8921,0,3
8922,0,0
8923,0,1
8924,0,0
8925,0,1
8926,1,0
8927,0,1
8928,0,1
8929,0,1
8930,0,0
8931,3,0
8932,0,-6
8933,0,1
8934,3,-3
8935,1,1
8936,0,0
8937,3,1
8938,0,-3
8939,0,1
8940,0,1
8941,0,1
8942,0,0
8943,0,0
8944,0,0
8945,1,2
8946,0,1
8947,0,0
8948,0,-1
8949,0,0
8950,0,0
8951,0,1
8952,0,1
8953,0,-1
8954,2,2
8955,0,1
8956,0,1
8957,0,1
8958,0,0
8959,2,0
8960,0,1
8961,1,2
8962,0,1
8963,0,0
8964,3,0
8965,1,1
8966,0,1
8967,2,1
8968,0,1
8969,0,0
8970,0,3
8971,1,2
8972,1,2
8973,0,1
8974,0,1
8975,0,0
8976,0,3
8977,0,0
8978,0,1
8979,0,0
8980,2,0
8981,1,2
8982,0,-1
8983,0,0
8984,0,-1
8985,0,1
8986,0,1
8987,0,1
8988,0,0
8989,3,-1
8990,0,-2
8991,2,0
8992,0,0
8993,2,1
8994,0,0
8995,0,0
8996,0,3
8997,0,2
8998,0,-3
8999,1,2
9000,0,1
9001,0,1
9002,0,3
9003,0,1
9004,3,1
9005,3,1
9006,0,1
9007,0,0
9008,0,0
9009,2,3
9010,0,1
9011,0,-2
9012,0,-4
9013,2,-2
9014,0,0
9015,0,-1
9016,0,3
9017,0,1
9018,0,1
9019,0,1
9020,0,1
9021,1,1
9022,0,1
9023,1,2
9024,0,0
9025,2,-3
9026,0,1
9027,0,1
9028,0,1
9029,0,1
9030,3,1
9031,1,1
9032,1,2
9033,0,0
9034,0,2
9035,3,1
9036,0,-1
9037,0,0
9038,0,1
9039,3,0
9040,0,3
9041,0,-2
9042,2,1
9043,3,0
9044,0,1
9045,0,-1
9046,0,1
9047,0,1
9048,0,1
9049,0,1
9050,1,2
9051,0,1
9052,0,0
9053,2,0
9054,0,1
9055,0,1
9056,1,2
9057,0,1
9058,1,0
9059,0,1
9060,0,1
9061,1,2
9062,0,1
9063,0,3
9064,3,1
9065,3,0
9066,0,0
9067,0,2
9068,3,0
9069,0,1
9070,0,0
9071,1,1
9072,2,3
9073,0,-3
9074,1,2
9075,0,1
9076,0,-1
9077,3,0
9078,0,1
9079,0,0
9080,0,1
9081,3,0
9082,2,1
9083,0,0
9084,0,1
9085,3,1
9086,0,0
9087,0,1
9088,0,1
9089,0,1
9090,0,0
9091,0,3
9092,0,2
9093,0,1
9094,0,1
9095,0,3
9096,2,1
9097,0,0
9098,0,-2
9099,0,0
9100,0,-1
9101,0,1
9102,0,1
9103,0,1
9104,1,2
9105,0,2
9106,0,1
9107,0,0
9108,0,1
9109,0,0
9110,0,1
9111,1,-1
9112,0,1
9113,3,-1
9114,2,1
9115,0,1
9116,3,1
9117,2,1
9118,0,0
9119,1,1
9120,0,3
9121,0,-1
9122,3,1
9123,3,2
9124,2,-1
9125,3,1
9126,0,0
9127,3,0
9128,0,1
9129,0,0
9130,0,3
9131,0,1
9132,0,3
9133,0,0
9134,3,1
9135,0,0
9136,3,1
9137,0,0
9138,0,0
9139,2,0
9140,0,0
9141,0,1
9142,0,0
9143,1,0
9144,2,1
9145,0,3
9146,0,0
9147,0,-1
9148,0,-1
9149,1,2
9150,0,0
9151,3,1
9152,0,1
9153,0,-1
9154,3,-1
9155,0,1
9156,0,1
9157,0,0
9158,0,1
9159,0,-3
9160,2,1
9161,0,1
9162,0,1
9163,0,1
9164,0,1
9165,0,-2
9166,0,1
9167,0,1
9168,0,0
9169,0,1
9170,0,0
9171,0,1
9172,2,-2
9173,0,0
9174,1,2
9175,0,0
9176,0,1
9177,0,-1
9178,0,0
9179,2,1
9180,0,0
9181,0,0
9182,0,-1
9183,0,1
9184,0,3
9185,0,1
9186,0,0
9187,2,1
9188,0,2
9189,0,1
9190,1,1
9191,0,0
9192,3,0
9193,0,1
9194,0,-1
9195,2,0
9196,0,-4
9197,1,2
9198,0,0
9199,1,2
9200,0,1
9201,0,1
9202,3,0
9203,0,3
9204,0,-1
9205,0,1
9206,0,1
9207,0,1
9208,1,2
9209,0,1
9210,0,1
9211,0,-1
9212,0,-1
9213,0,0
9214,2,-2
9215,3,1
9216,0,1
9217,0,0
9218,0,1
9219,0,1
9220,0,0
9221,3,-1
9222,0,0
9223,0,1
9224,1,2
9225,0,0
9226,0,2
9227,0,1
9228,0,1
9229,0,1
9230,0,1
9231,0,1
9232,3,0
9233,1,2
9234,0,1
9235,0,1
9236,0,-3
9237,0,0
9238,0,-2
9239,0,0
9240,0,1
9241,3,1
9242,0,1
9243,0,3
9244,0,-3
9245,0,1
9246,0,-2
9247,0,1
9248,0,1
9249,0,1
9250,0,1
9251,2,-2
9252,1,2
9253,2,0
9254,0,0
9255,1,2
9256,0,1
9257,0,1
9258,0,1
9259,0,1
9260,0,1
9261,3,-1
9262,3,1
9263,0,0
9264,0,1
9265,0,0
9266,0,1
9267,0,1
9268,2,-1
9269,3,3
9270,0,0
9271,0,0
9272,3,1
9273,2,1
9274,0,1
9275,0,-2
9276,0,0
9277,3,1
9278,0,-2
9279,3,0
9280,0,2
9281,1,-4
9282,2,0
9283,0,-1
9284,0,0
9285,1,2
9286,0,1
9287,0,0
9288,0,0
9289,1,-1
9290,0,-2
9291,0,1
9292,0,2
9293,0,0
9294,0,0
9295,0,1
9296,2,-4
9297,0,0
9298,0,1
9299,0,3
9300,1,0
9301,0,-2
9302,0,1
9303,3,0
9304,3,0
9305,0,3
9306,0,0
9307,0,1
9308,1,0
9309,0,0
9310,1,1
9311,0,1
9312,3,1
9313,0,1
9314,0,1
9315,0,1
9316,0,1
9317,0,1
9318,0,3
9319,0,1
9320,0,1
9321,1,2
9322,2,1
9323,0,1
9324,2,0
9325,1,1
9326,0,1
9327,0,0
9328,0,0
9329,0,-1
9330,0,0
9331,3,1
9332,0,1
9333,0,1
9334,0,0
9335,0,1
9336,0,0
9337,0,-1
9338,1,2
9339,0,3
9340,0,1
9341,2,-1
9342,0,0
9343,3,2
9344,0,0
9345,0,1
9346,0,0
9347,2,1
9348,0,0
9349,2,1
9350,2,1
9351,0,1
9352,0,0
9353,0,1
9354,0,3
9355,0,1
9356,1,2
9357,1,2
9358,0,3
9359,3,2
9360,0,1
9361,1,2
9362,0,1
9363,0,0
9364,0,1
9365,3,1
9366,0,1
9367,3,1
9368,0,-2
9369,0,1
9370,2,1
9371,0,1
9372,0,-1
9373,0,1
9374,0,-1
9375,3,-2
9376,0,-4
9377,2,1
9378,2,0
9379,3,-1
9380,0,1
9381,0,1
9382,0,1
9383,0,-2
9384,0,1
9385,0,0
9386,0,2
9387,0,1
9388,0,2
9389,0,2
9390,0,1
9391,3,0
9392,2,0
9393,2,-2
9394,0,1
9395,1,2
9396,0,-1
9397,0,1
9398,0,1
9399,3,0
9400,0,-2
9401,0,1
9402,0,1
9403,1,-1
9404,3,-3
9405,0,1
9406,0,1
9407,0,1
9408,0,0
9409,0,1
9410,0,0
9411,0,-3
9412,0,0
9413,0,0
9414,0,-2
9415,1,3
9416,0,0
9417,0,1
9418,0,2
9419,0,0
9420,0,0
9421,0,0
9422,0,-1
9423,2,3
9424,0,1
9425,0,1
9426,0,-1
9427,0,-1
9428,2,1
9429,0,-1
9430,0,0
9431,3,1
9432,0,-1
9433,0,0
9434,0,1
9435,3,1
9436,0,3
9437,0,-2
9438,0,-1
9439,2,1
9440,0,1
9441,0,1
9442,0,0
9443,0,-2
9444,0,0
9445,0,1
9446,1,-1
9447,0,1
9448,0,1
9449,0,-3
9450,3,0
9451,0,0
9452,0,1
9453,0,-2
9454,1,2
9455,2,0
9456,0,-1
9457,2,0
9458,1,2
9459,0,-3
9460,1,2
9461,0,2
9462,0,1
9463,2,1
9464,0,1
9465,0,2
9466,0,1
9467,0,-5
9468,0,-1
9469,0,0
9470,1,-1
9471,0,0
9472,3,1
9473,0,0
9474,0,1
9475,0,0
9476,0,1
9477,0,-1
9478,0,-3
9479,0,0
9480,0,3
9481,1,2
9482,0,0
9483,0,0
9484,0,0
9485,0,0
9486,0,0
9487,0,1
9488,3,1
9489,2,-1
9490,0,0
9491,0,3
9492,0,-2
9493,0,1
9494,0,0
9495,0,1
9496,0,1
9497,0,-2
9498,0,0
9499,2,3
9500,0,0
9501,3,0
9502,0,0
9503,0,-4
9504,0,1
9505,2,-2
9506,2,1
9507,0,0
9508,0,1
9509,0,0
9510,0,0
9511,0,3
9512,0,0
9513,0,1
9514,0,1
9515,0,1
9516,3,0
9517,0,-1
9518,0,-1
9519,0,1
9520,0,-1
9521,0,1
9522,0,3
9523,2,-1
9524,0,1
9525,0,-1
9526,0,-1
9527,2,0
9528,0,1
9529,0,1
9530,0,0
9531,0,0
9532,0,-2
9533,2,-1
9534,2,-1
9535,0,0
9536,0,1
9537,0,2
9538,3,0
9539,0,1
9540,0,1
9541,0,0
9542,0,1
9543,0,-3
9544,0,0
9545,0,0
9546,0,0
9547,0,0
9548,0,1
9549,0,0
9550,3,1
9551,0,0
9552,0,0
9553,0,-3
9554,0,2
9555,0,1
9556,0,0
9557,0,0
9558,0,0
9559,0,1
9560,0,1
9561,0,1
9562,3,1
9563,0,0
9564,0,1
9565,3,0
9566,0,0
9567,0,0
9568,1,2
9569,0,0
9570,3,1
9571,0,1
9572,0,1
9573,0,1
9574,0,1
9575,0,1
9576,2,-1
9577,0,1
9578,0,0
9579,0,0
9580,0,0
9581,0,0
9582,0,1
9583,0,3
9584,3,1
9585,0,0
9586,2,1
9587,0,-2
9588,0,1
9589,0,-1
9590,0,1
9591,3,0
9592,0,0
9593,2,1
9594,1,0
9595,0,0
9596,0,1
9597,0,1
9598,0,1
9599,0,1
9600,0,0
9601,0,1
9602,0,1
9603,0,3
9604,3,1
9605,0,0
9606,2,1
9607,0,1
9608,0,1
9609,0,0
9610,0,3
9611,0,1
9612,0,0
9613,0,1
9614,0,1
9615,2,-4
9616,0,1
9617,0,0
9618,1,2
9619,0,1
9620,1,2
9621,0,1
9622,0,-2
9623,2,0
9624,0,0
9625,0,0
9626,0,2
9627,0,0
9628,0,1
9629,0,0
9630,0,-3
9631,1,2
9632,0,1
9633,3,1
9634,0,1
9635,0,-1
9636,1,2
9637,0,1
9638,0,0
9639,0,0
9640,0,2
9641,0,1
9642,0,0
9643,0,0
9644,0,-1
9645,0,1
9646,0,1
9647,0,3
9648,0,1
9649,3,1
9650,0,0
9651,0,1
9652,0,1
9653,0,1
9654,0,1
9655,0,3
9656,0,-1
9657,3,1
9658,1,2
9659,0,-1
9660,0,0
9661,0,1
9662,0,-2
9663,0,1
9664,0,1
9665,3,0
9666,0,0
9667,0,1
9668,0,0
9669,0,1
9670,2,0
9671,2,0
9672,0,1
9673,0,1
9674,0,1
9675,0,0
9676,0,0
9677,0,2
9678,0,2
9679,0,-1
9680,1,3
9681,0,0
9682,0,1
9683,0,0
9684,0,0
9685,0,1
9686,0,3
9687,0,0
9688,0,0
9689,0,1
9690,3,-1
9691,0,-1
9692,0,1
9693,3,0
9694,0,0
9695,0,0
9696,0,3
9697,0,0
9698,0,0
9699,0,1
9700,0,1
9701,0,1
9702,0,-1
9703,3,1
9704,0,1
9705,0,1
9706,0,-1
9707,0,-2
9708,0,0
9709,0,0
9710,0,1
9711,0,1
9712,0,1
9713,0,3
9714,0,2
9715,0,2
9716,1,2
9717,0,1
9718,0,1
9719,2,1
9720,0,1
9721,1,1
9722,0,1
9723,0,-1
9724,0,1
9725,0,-1
9726,0,1
9727,0,1
9728,1,2
9729,0,1
9730,0,3
9731,0,-1
9732,0,2
9733,2,1
9734,0,0
9735,0,1
9736,0,1
9737,0,1
9738,0,1
9739,0,1
9740,2,1
9741,0,3
9742,3,1
9743,2,1
9744,3,1
9745,0,1
9746,0,-1
9747,0,-1
9748,2,1
9749,0,0
9750,1,1
9751,2,1
9752,0,1
9753,0,0
9754,2,-1
9755,0,1
9756,0,1
9757,3,0
9758,0,1
9759,0,-1
9760,0,1
9761,3,-2
9762,0,-3
9763,3,0
9764,0,1
9765,0,1
9766,0,-4
9767,2,1
9768,0,1
9769,0,3
9770,0,1
9771,3,-1
9772,0,0
9773,0,1
9774,0,1
9775,0,1
9776,3,2
9777,3,0
9778,0,-1
9779,0,1
9780,0,-2
9781,0,0
9782,0,1
9783,0,0
9784,0,3
9785,0,-2
9786,0,1
9787,0,1
9788,0,0
9789,0,-1
9790,0,0
9791,0,-1
9792,0,1
9793,0,-1
9794,0,1
9795,2,-2
9796,0,0
9797,0,1
9798,0,0
9799,3,1
9800,1,1
9801,0,-1
9802,1,-1
9803,0,1
9804,1,2
9805,0,-1
9806,0,3
9807,0,-2
9808,0,1
9809,0,2
9810,0,1
9811,0,-2
9812,0,1
9813,0,3
9814,3,1
9815,2,-2
9816,0,1
9817,3,-1
9818,0,0
9819,1,2
9820,1,0
9821,0,1
9822,0,-1
9823,0,-2
9824,0,1
9825,0,0
9826,0,1
9827,0,1
9828,2,0
9829,1,0
9830,0,2
9831,0,-2
9832,0,1
9833,0,1
9834,0,1
9835,0,-4
9836,0,0
9837,0,1
9838,0,3
9839,0,1
9840,0,1
9841,1,2
9842,0,0
9843,0,1
9844,0,1
9845,0,2
9846,0,1
9847,0,0
9848,2,-1
9849,0,1
9850,3,1
9851,1,2
9852,0,0
9853,1,0
9854,0,1
9855,0,-2
9856,1,2
9857,0,1
9858,0,1
9859,0,-2
9860,0,-3
9861,2,1
9862,1,1
9863,0,-2
9864,0,1
9865,0,1
9866,0,-1
9867,0,1
9868,1,-1
9869,0,0
9870,1,0
9871,0,1
9872,0,1
9873,0,-2
9874,0,1
9875,0,1
9876,0,1
9877,2,1
9878,0,1
9879,0,1
9880,0,0
9881,1,1
9882,0,-3
9883,0,0
9884,0,0
9885,0,0
9886,0,1
9887,0,1
9888,0,1
9889,1,1
9890,1,0
9891,0,1
9892,0,-4
9893,0,3
9894,0,1
9895,0,1
9896,0,0
9897,0,-3
9898,0,1
9899,0,1
9900,0,3
9901,0,0
9902,0,1
9903,0,1
9904,0,3
9905,0,0
9906,3,-2
9907,0,2
9908,0,1
9909,0,-2
9910,2,-1
9911,0,3
9912,0,1
9913,0,0
9914,0,2
9915,0,3
9916,0,0
9917,0,0
9918,0,0
9919,0,0
9920,0,1
9921,0,1
9922,0,1
9923,0,1
9924,2,1
9925,0,1
9926,1,2
9927,0,1
9928,0,1
9929,0,0
9930,1,1
9931,0,-2
9932,0,1
9933,0,1
9934,0,-2
9935,0,1
9936,0,1
9937,0,1
9938,0,1
9939,0,3
9940,0,1
9941,3,1
9942,0,1
9943,0,0
9944,0,1
9945,0,1
9946,0,0
9947,3,1
9948,0,1
9949,1,2
9950,0,-1
9951,0,1
9952,0,0
9953,0,1
9954,0,-1
9955,0,1
9956,0,1
9957,0,0
9958,1,1
9959,0,1
9960,0,1
9961,0,1
9962,0,1
9963,0,1
9964,2,1
9965,0,1
9966,0,-1
9967,1,2
9968,3,0
9969,0,1
9970,0,1
9971,0,1
9972,2,-4
9973,0,0
9974,0,-2
9975,0,3
9976,0,-1
9977,0,1
9978,1,2
